2009	1	3	0	0	0
2009	2	1	0	0	0
2009	2	2	0	0	0
2009	2	3	0	0	0
2009	2	7	0	0	0
2009	2	11	0	0	0
2009	2	13	0	0	0
2009	2	14	0	0	0
2009	2	15	0	0	0
2009	2	16	0	0	0
2009	2	17	0	0	0
2009	2	18	0	0	0
2009	3	5	0	0	0
2009	4	3	0	0	0
2009	4	4	0	0	0
2009	4	20	0	0	0
2009	5	5	0	0	0
2009	5	21	0	0	0
2009	6	6	0	0	0
2009	6	22	0	0	0
2009	7	4	0	0	0
2009	7	8	0	0	0
2009	7	24	0	0	0
2009	8	11	0	0	0
2009	8	24	0	0	0
2009	8	25	0	0	0
2009	8	27	0	0	0
2009	9	22	0	0	0
2009	10	6	0	0	0
2009	10	12	0	0	0
2009	10	14	0	0	0
2009	10	17	0	0	0
2009	11	2	0	0	0
2009	11	20	0	0	0
2009	11	22	0	0	0
2009	11	27	0	0	0
2009	12	8	0	0	0
2009	12	12	0	0	0
2009	12	26	0	0	0
2009	12	28	0	0	0
2010	1	12	0	0	0
2010	1	13	0	0	0
2010	1	28	0	0	0
2010	2	21	0	0	0
2010	3	2	0	0	0
2010	4	5	0	0	0
2010	4	7	0	0	0
2010	5	18	0	0	0
2010	5	20	0	0	0
2010	6	5	0	0	0
2010	7	4	0	0	0
2010	7	7	0	0	0
2010	8	13	0	0	0
2010	8	14	0	0	0
2010	9	24	0	0	0
2010	11	30	0	0	0
2011	1	11	0	0	0
2011	1	31	0	0	0
2011	2	18	0	0	0
2011	2	20	0	0	0
2011	2	21	0	0	0
2011	4	17	0	0	0
2011	4	18	0	0	0
2011	4	19	0	0	0
2011	5	6	0	0	0
2011	6	19	0	0	0
2011	6	20	0	0	0
2011	7	10	0	0	0
2011	7	11	0	0	0
2011	9	7	0	0	0
2011	9	12	0	0	0
2011	10	1	0	0	0
